<----Clip Here for Data----->
HGNC ID	Approved Name	Aliases	Name Aliases	Pubmed IDs
18367	peptidyl arginine deiminase, type I	HPAD10, PDI1, PDI, PAD1	"peptidylarginine deiminase type I", "protein-arginine deiminase type-1", "hPAD-colony 10"	12416996
18341	peptidyl arginine deiminase, type II	KIAA0994, PDI2		2768262
18337	peptidyl arginine deiminase, type III	PDI3		11069618
18368	peptidyl arginine deiminase, type IV	PAD, PDI5, PDI4		10488123
20449	peptidyl arginine deiminase, type VI			15087120
8573	progestagen-associated endometrial protein	PEP, PP14, GdA, GdS, GdF, PAEG, GD, MGC138509, MGC142288	"glycodelin-A", "glycodelin-S", "glycodelin-F", "progesterone-associated endometrial protein", "glycodelin", "PP14 protein (placental protein 14)", "pregnancy-associated endometrial alpha-2-globulin", "alpha uterine protein"	3320533, 2016092
25459	Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)	PD2, F23149_1, FLJ11123		15632063
8574	platelet-activating factor acetylhydrolase, isoform Ib, subunit 1 (45kDa)	LIS1, PAFAH		8355785, 9063735
8577	platelet-activating factor acetylhydrolase, isoform Ib, subunit 1 pseudogene 1	LIS2		10575211
8578	platelet-activating factor acetylhydrolase, isoform Ib, subunit 1 pseudogene 2	LIS2P		10575211
8575	platelet-activating factor acetylhydrolase, isoform Ib, subunit 2 (30kDa)			9144386, 9693049
8576	platelet-activating factor acetylhydrolase, isoform Ib, subunit 3 (29kDa)			7669037
8579	platelet-activating factor acetylhydrolase 2, 40kDa	HSD-PLA2		8955149, 9494101
30043	phosphoprotein associated with glycosphingolipid microdomains 1	PAG, CBP	"Csk-binding protein"	10790433
4107	P antigen family, member 1 (prostate associated)	PAGE-1, GAGE-9, CT16.3		9651357, 9724777
31804	P antigen family, member 2 (prostate associated)	MGC62094, PAGE-2, CT16.4		9724777
31805	P antigen family, member 2B	CT16.5		
4110	P antigen family, member 3 (prostate associated)	PAGE-3, CT16.6		9724777
4108	P antigen family, member 4 (prostate associated)	PAGE-4, CT16.7		9724777
29992	P antigen family, member 5 (prostate associated)	PAGE-5, CT16.1, CT16.2	"cancer/testis antigen family 16, member 1", "cancer/testis antigen family 16, member 2"	11920606, 11992404
8582	phenylalanine hydroxylase	PH		2063869
8587	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	ADE2H1, AIRC		2253271, 8106516
8588	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 1			8106516
8589	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 2			8106516
16945	poly(A) binding protein interacting protein 1			9548260, 11230166
18240	poly(A) binding protein interacting protein 1 pseudogene 1	bQB44E15.5, bPG254M11.3, bCX300M20.3		
17970	poly(A) binding protein interacting protein 2	PAIP2A		11172725, 16804161
29200	poly(A) binding protein interacting protein 2B	KIAA1155		16804161
8590	p21 protein (Cdc42/Rac)-activated kinase 1		"STE20 homolog, yeast"	8805275, 9533029
20882	PAK1 interacting protein 1	FLJ20624, hPIP1, PIP1, bA421M1.5, MAK11, WDR84		11371639
8591	p21 protein (Cdc42/Rac)-activated kinase 2	PAK65, PAKgamma	"S6/H4 kinase"	7744004, 7618083
8592	p21 protein (Cdc42/Rac)-activated kinase 3	hPAK3, bPAK		8826460, 9731525
16059	p21 protein (Cdc42/Rac)-activated kinase 4			9822598, 10461188
16061	p21 protein (Cdc42/Rac)-activated kinase 6	PAK5		11278661
15916	p21 protein (Cdc42/Rac)-activated kinase 7	KIAA1264, PAK5		11756552, 10574462
26144	partner and localizer of BRCA2	FLJ21816, FANCN	"Fanconi anemia, complementation group N"	16793542, 17200672
17068	palladin, cytoskeletal associated protein	KIAA0992, SIH002, CGI-151		10231032, 10931874
8594	paralemmin	KIAA0270		9615234, 9813098
15845	paralemmin 2			11478809
33529	PALM2-AKAP2 readthrough			11478809
15846	palmdelphin	FLJ20271, PALML		11478809
8596	peptidylglycine alpha-amidating monooxygenase	PAL, PHM	"peptidyl-alpha-hydroxyglycine alpha-amidating lyase", "peptidylglycine alpha-hydroxylating monooxygenase"	2357221
24554	peptidase domain containing associated with muscle regeneration 1	RAMP, DKFZP586H2123	"regeneration-associated muscle protease"	15111323
20074	PAN2 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)	KIAA0710, hPAN2	"PAN2 homolog, PABP1 dependent poly A specific ribonuclease subunit (S. cerevisiae)"	12838346, 14583602
29991	PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)			14583602
8598	pantothenate kinase 1	MGC24596, PANK1a, PANK1b		11809413
15894	pantothenate kinase 2	HSS, FLJ11729, PKAN, HARP	"Hallervorden-Spatz syndrome"	8944032, 11479594
19365	pantothenate kinase 3	FLJ12899		11479594
19366	pantothenate kinase 4	FLJ10782		11479594
8599	pannexin 1	MRS1, UNQ2529, PX1	"innexin"	14597722
8600	pannexin 2	hPANX2, PX2		14702039, 14597722
20573	pannexin 3			
20837	polyamine oxidase (exo-N4-amino)	PAO		12660232
26776	PAP associated domain containing 4	FLJ38499		12477932
30758	PAP associated domain containing 5	TRF4-2		10066793
19262	papilin, proteoglycan-like sulfated glycoprotein	MGC50452		11076767, 19734141
14981	poly(A) polymerase alpha	PAP		8302877, 10429366
15970	poly(A) polymerase beta (testis specific)	PAPT		11150526
14982	poly(A) polymerase gamma	FLJ12972		
8602	pregnancy-associated plasma protein A, pappalysin 1	PAPP-A, PAPPA1, IGFBP-4ase, PAPA, ASBABP2, DIPLA1	"insulin-like growth factor-dependent IGF binding protein-4 protease", "aspecific BCL2 ARE-binding protein 2", "differentially placenta 1 expressed protein"	7679961
14615	pappalysin 2	PAPPE, PAPP-A2		11018262, 11264294
35152	PAPPA antisense RNA (non-protein coding)	PAPPAAS, DIPAS, TAF4B, TAF2C2, TAFII105, NCRNA00156	"DIPLA1-antisense expressed", "non-protein coding RNA 156"	15656990
8603	3'-phosphoadenosine 5'-phosphosulfate synthase 1	ATPSK1, PAPSS		9576487, 9771708
8604	3'-phosphoadenosine 5'-phosphosulfate synthase 2	ATPSK2		9771708
30130	progestin and adipoQ receptor family member III			16044242
26386	progestin and adipoQ receptor family member IV	FLJ30002		12477932
29645	progestin and adipoQ receptor family member V	FLJ20190, MPRG	"membrane progestin receptor gamma"	12574519
30132	progestin and adipoQ receptor family member VI	FLJ22672		12477932
23146	progestin and adipoQ receptor family member VII	mSR, MPRA	"membrane progestin receptor alpha"	
15708	progestin and adipoQ receptor family member VIII	LMPB1, MPRB		11676489, 12574519
30131	progestin and adipoQ receptor family member IX	FLJ41938		
16051	par-3 partitioning defective 3 homolog (C. elegans)	PAR3, PARD3A, Bazooka, Baz, ASIP	"atypical PKC isotype-specific interacting protein"	10934474
14446	par-3 partitioning defective 3 homolog B (C. elegans)	Par3L, PAR3beta		11586298, 12459187
15943	par-6 partitioning defective 6 homolog alpha (C. elegans)	PAR-6, PAR-6A, TAX40, PAR6alpha, TIP-40		9482110, 11260256
16245	par-6 partitioning defective 6 homolog beta (C. elegans)	PAR-6B		11260256
16076	par-6 partitioning defective 6 homolog gamma (C. elegans)	PAR-6G, PAR6gamma		11260256
8605	poly (ADP-ribose) glycohydrolase			9115250, 10449915
8607	Parkinson disease (autosomal recessive, juvenile) 2, parkin	PDJ, AR-JP, parkin	"E3 ubiquitin ligase"	9560156, 9570960
8608	Parkinson disease (autosomal dominant, Lewy body) 3			9500549
13794	Parkinson disease (autosomal dominant, Lewy body) 4			9887334, 10867800
16369	Parkinson disease (autosomal recessive, early onset) 7	DJ-1, DJ1		11462174, 9070310
17833	Parkinson disease 10	AAOPD		12402251
34510	Parkinson disease (X-linked) 12			12925570
18253	presenilin associated, rhomboid-like	PRO2207, PSARL1, RHBDS1	"rhomboid 7 homolog 1 (Drosophila)"	
24536	prostate androgen-regulated mucin-like protein 1	DKFZP564O0823, Cipar1, WSC4	"Prostatic androgen-repressed message 1", "Castration-induced prostatic apoptosis-related protein 1", "WSC4, cell wall integrity and stress response component 4 homolog (S. cerevisiae)"	10499539, 12772192, 18027867
8609	poly(A)-specific ribonuclease (deadenylation nuclease)	DAN		10640832
270	poly (ADP-ribose) polymerase 1	PARP		10964595
275	poly (ADP-ribose) polymerase family, member 1 pseudogene 1			2891139
276	poly (ADP-ribose) polymerase family, member 1 pseudogene 2			
272	poly (ADP-ribose) polymerase 2			10329013, 18353725
273	poly (ADP-ribose) polymerase family, member 3	ADPRT3, IRT1, hPARP-3, pADPRT-3	"poly(ADP-ribose) synthetase-3", "NAD+ ADP-ribosyltransferase 3", "poly(ADP-ribose) polymerase 3"	10329013
271	poly (ADP-ribose) polymerase family, member 4	VAULT3, p193, VPARP, VWA5C	"von Willebrand factor A domain containing 5C"	10644454
18500	poly (ADP-ribose) polymerase family, member 4 pseudogene			
26921	poly (ADP-ribose) polymerase family, member 6			15273990
26124	poly (ADP-ribose) polymerase family, member 8	FLJ21308		15273990
24118	poly (ADP-ribose) polymerase family, member 9	BAL, MGC:7868		11110709
25895	poly (ADP-ribose) polymerase family, member 10	FLJ14464		15273990
1186	poly (ADP-ribose) polymerase family, member 11			15273990
21919	poly (ADP-ribose) polymerase family, member 12	FLJ22693, PARP-12, ZC3H1		11230166, 12851707
29232	poly (ADP-ribose) polymerase family, member 14	KIAA1268		15273990
26876	poly (ADP-ribose) polymerase family, member 15	FLJ40597		15273990
26040	poly (ADP-ribose) polymerase family, member 16	FLJ20509, FLJ25281		15273990
30563	prolyl-tRNA synthetase 2, mitochondrial (putative)	DKFZp727A071	"proline tRNA ligase 2, mitochondrial (putative)"	15779907
17263	prostate androgen-regulated transcript 1 (non-protein coding)	DKFZP586D0823, NCRNA00206	"non-protein coding RNA 206"	10706094
14652	parvin, alpha	FLJ12254, FLJ10793		11171322
14653	parvin, beta	CGI-56	"affixin"	10810093, 11171322
14654	parvin, gamma			11171322
20686	PAS domain containing 1	CT63	"cancer/testis antigen 63"	15122589, 15162151
17270	PAS domain containing serine/threonine kinase	PASKIN, KIAA0135, STK37		11688972, 11459942, 15148392
24664	prostate and testis expressed 1	PATE	"expressed in prostate and testis"	11880645, 15798027
32249	prostate and testis expressed 2	UNQ3112, LVLF3112, PATE-M		
35426	prostate and testis expressed 3	PATE-DJ, HEL-127		18390568
35427	prostate and testis expressed 4	FLJ41047, PATE-B		18390568
26721	protein associated with topoisomerase II homolog 1 (yeast)	FLJ36874		17936923
33630	protein associated with topoisomerase II homolog 2 (yeast)			17936923
13071	POZ (BTB) and AT hook containing zinc finger 1	MAZR, dJ400N23, ZBTB19, ZSG, RIAZ, PATZ		10591208, 18241078, 18401526
8614	PRKC, apoptosis, WT1, regulator	par-4, PAR4		8943350, 9790775
8615	paired box 1			1358810
8616	paired box 2			8431641, 7981748
8617	paired box 3	HUP2		1347149
8618	paired box 4			
8619	paired box 5	BSAP	"B-cell lineage specific activator"	1516825, 8431641
8620	paired box 6	D11S812E, AN, WAGR	"aniridia, keratitis"	1302030
8621	paired box 7	Hup1		7981748, 8431641
8622	paired box 8			8431641, 7981748
8623	paired box 9			7981748
8624	PAX interacting (with transcription-activation domain) protein 1	CAGF29, CAGF28, TNRC2, PTIP		9225980
8625	progressive bifocal chorioretinal atrophy 1	CRAPB, PBCRA		9719369, 9691169
8627	pancreatic beta cell glycoprotein 1			
18282	PDZ binding kinase	TOPK, FLJ14385, Nori-3, SPK, CT84	"T-LAK cell-originated protein kinase", "cancer/testis antigen 84"	10781613, 10779557
23301	phenazine biosynthesis-like protein domain containing	MAWBP, MAWDBP, FLJ14767	MAWD binding protein	11355021
21079	prostate and breast cancer overexpressed 1	UC28, UROC28		12553037, 11156405
20054	prostatic binding protein pseudogene 1			
30064	polybromo 1	BAF180, PB1		11078522, 11483580
8632	pre-B-cell leukemia homeobox 1			
8633	pre-B-cell leukemia homeobox 2	G17, HOX12, PBX2MHC		7835890
8635	pre-B-cell leukemia homeobox 2 pseudogene 1			1682799
8634	pre-B-cell leukemia homeobox 3			1682799
13403	pre-B-cell leukemia homeobox 4			
21199	pre-B-cell leukemia homeobox interacting protein 1	HPIP		7505766, 10825160
8636	pyruvate carboxylase	PCB		6548474
8637	prostate cancer antigen 3 (non-protein coding)	DD3, NCRNA00019	"non-protein coding RNA 19"	10606244
8645	predisposing for prostate cancer	HPC2		9585607
8646	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha	PCD	"Pterin-4a-carbinolamine dehydratase (dimerization cofactor of hepatic nuclear factor 1-alpha)", "pterin-4-alpha carbinolamine dehydratase", "dimerizing cofactor for HNF1"	8486378
24474	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	DCOHM, DCOH2		15182178, 11980910
8647	poly(rC) binding protein 1	HNRPE1, hnRNP-E1, HNRPX, hnRNP-X	"heterogeneous nuclear ribonucleoprotein E1"	8833161
8648	poly(rC) binding protein 2	HNRPE2, hnRNP-E2	"heterogenous nuclear ribonucleoprotein E2"	8833161
8649	poly(rC) binding protein 2, pseudogene 1			
8650	poly(rC) binding protein 2, pseudogene 2			10936052
8651	poly(rC) binding protein 3			10936052
33548	poly(rC) binding protein 3 overlapping transcript	FLJ44028		17525332
8652	poly(rC) binding protein 4	MCG10, LIP4	"RNA binding protein MCG10", "LYST-interacting protein", "alphaCP-4 protein"	10936052
8653	propionyl Coenzyme A carboxylase, alpha polypeptide			1427880
8654	propionyl Coenzyme A carboxylase, beta polypeptide			2895916
8655	protocadherin 1	pc42		8508762
8659	protocadherin 7	BH-Pcdh		9615233
8660	protocadherin 8	PAPC, ARCADLIN		9787079, 9315676
8661	protocadherin 9			9787079
13404	protocadherin 10	OL-PCDH, KIAA1400		10835267
8656	protocadherin 11 X-linked	PCDH-X, PCDHX		10644456
15813	protocadherin 11 Y-linked	PCDHY		10644456, 11003707
8657	protocadherin 12	VE-cadherin-2		10716726, 10380929
14674	protocadherin 15			11398101, 14570705
14267	protocadherin 17	PCDH68, PCH68		10835267
14268	protocadherin 18	KIAA1562, PCDH68L		10835267, 11549318
14270	protocadherin 19	KIAA1313		11549318
14257	protocadherin 20	PCDH13, FLJ22218		
14550	protocadherin 21	KIAA1775		11597768
18231	protocadherin 24	PC-LKC, FLJ20124, FLJ20383, PCLKC	"protocadherin LKC"	11082270, 12117771
8663	protocadherin alpha 1		"KIAA0345-like 13"	10380929
8668	protocadherin alpha 2		"KIAA0345-like 12"	10380929
8669	protocadherin alpha 3	PCDH-ALPHA3	"KIAA0345-like 11"	10380929
8670	protocadherin alpha 4	CNR1, CRNR1, PCDH-ALPHA4, CNRN1	"ortholog of mouse CNR1, KIAA0345-like 10"	10380929, 10662547
8671	protocadherin alpha 5	CNR6, CRNR6, CNRN6, PCDH-ALPHA5	"ortholog of mouse CNR6", "KIAA0345-like 9"	10380929, 10662547
8672	protocadherin alpha 6	CNR2, CRNR2, PCDH-ALPHA6	"KIAA0345-like 8"	10380929, 10662547
8673	protocadherin alpha 7	CNR4, CRNR4	"KIAA0345-like 7", "ortholog to mouse CNR4"	10380929, 10662547
8674	protocadherin alpha 8		"KIAA0345-like 6"	10380929
8675	protocadherin alpha 9	KIAA0345, PCDH-ALPHA9	"KIAA0345-like 5"	10380929
8664	protocadherin alpha 10	CNR8, CRNR8, CNRN8, PCDH-ALPHA10	"KIAA0345-like 4", "ortholog to mouse CNR8"	10380929
8665	protocadherin alpha 11	CNR7, CRNR7, CNRN7, PCDH-ALPHA11	"KIAA0345-like 3", "ortholog of mouse CNR7"	10380929, 10662547
8666	protocadherin alpha 12	PCDH-ALPHA12	"KIAA0345-like 2"	10380929
8667	protocadherin alpha 13	CNR5, CRNR5, CNRN5, PCDH-ALPHA13	"KIAA0345-like 1", "ortholog of mouse CNR5"	10380929, 10662547
2163	protocadherin alpha 14 pseudogene	CNR3, CRNR3, PCDH-PSI4		10662547, 11230163
8662	protocadherin alpha cluster	CNR1		10662547, 10380929
8676	protocadherin alpha subfamily C, 1		"PCDH-ALPHA-C1"	10380929
8677	protocadherin alpha subfamily C, 2	PCDH-ALPHA-C2		10380929
8678	protocadherin alpha constant	PCDHAC		10380929, 10662547
